Team Name,Team Abbr.,League,Season,Division,Division Rank,Conference,Conference Rank,Play-In,Win Play-In,First Round Wins,First Round Losses,First Round Opp.,Won First Round,Second Round Wins,Second Round Losses,Second Round Opp.,Won Second Round,Semifinals Wins,Semifinals Losses,Semifinals Opp.,Won Semifinals,Finals Wins,Finals Losses,Finals Opp.,Won Finals
Golden State Warriors,GSW,NBA,1986,Pacific,6,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Celtics,BOS,NBA,1987,Atlantic,1,Eastern,1,No,No,3,0,Chicago Bulls,Yes,4,3,Milwaukee Bucks,Yes,4,3,Detroit Pistons,Yes,2,4,Los Angeles Lakers,No
Atlanta Hawks,ATL,NBA,1987,Central,1,Eastern,2,No,No,3,1,Indiana Pacers,Yes,1,4,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,1987,Central,2,Eastern,3,No,No,3,0,Washington Bullets,Yes,4,1,Atlanta Hawks,Yes,3,4,Boston Celtics,No,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,1987,Central,3,Eastern,4,No,No,3,2,Philadelphia 76ers,Yes,3,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,1987,Atlantic,2,Eastern,5,No,No,2,3,Milwaukee Bucks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Bullets,WSB,NBA,1987,Atlantic,3,Eastern,6,No,No,0,3,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,1987,Central,4,Eastern,7,No,No,1,3,Atlanta Hawks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,1987,Central,5,Eastern,8,No,No,0,3,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,1987,Central,6,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey Nets,NJN,NBA,1987,Atlantic,4,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Knicks,NYK,NBA,1987,Atlantic,5,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,1987,Pacific,1,Western,1,No,No,3,0,Denver Nuggets,Yes,4,1,Golden State Warriors,Yes,4,0,Seattle SuperSonics,Yes,4,2,Boston Celtics,Yes
Dallas Mavericks,DAL,NBA,1987,Midwest,1,Western,2,No,No,1,3,Seattle SuperSonics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,1987,Pacific,2,Western,3,No,No,1,3,Houston Rockets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Jazz,UTA,NBA,1987,Midwest,2,Western,4,No,No,2,3,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,1987,Pacific,3,Western,5,No,No,3,2,Utah Jazz,Yes,1,4,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA
Houston Rockets,HOU,NBA,1987,Midwest,3,Western,6,No,No,3,1,Portland Trail Blazers,Yes,2,4,Seattle SuperSonics,No,NA,NA,NA,NA,NA,NA,NA,NA
Seattle SuperSonics,SEA,NBA,1987,Pacific,4,Western,7,No,No,3,1,Dallas Mavericks,Yes,4,2,Houston Rockets,Yes,0,4,Los Angeles Lakers,No,NA,NA,NA,NA
Denver Nuggets,DEN,NBA,1987,Midwest,4,Western,8,No,No,0,3,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,1987,Pacific,5,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,1987,Midwest,5,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,1987,Midwest,6,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,1987,Pacific,6,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Celtics,BOS,NBA,1988,Atlantic,1,Eastern,1,No,No,3,1,New York Knicks,Yes,4,3,Atlanta Hawks,Yes,2,4,Detroit Pistons,No,NA,NA,NA,NA
Detroit Pistons,DET,NBA,1988,Central,1,Eastern,2,No,No,3,2,Washington Bullets,Yes,4,1,Chicago Bulls,Yes,4,2,Boston Celtics,Yes,3,4,Los Angeles Lakers,No
Chicago Bulls,CHI,NBA,1988,Central,2,Eastern,3,No,No,3,2,Cleveland Cavaliers,Yes,1,4,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,1988,Central,3,Eastern,4,No,No,3,2,Milwaukee Bucks,Yes,3,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,1988,Central,4,Eastern,5,No,No,2,3,Atlanta Hawks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,1988,Central,5,Eastern,6,No,No,2,3,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Bullets,WSB,NBA,1988,Atlantic,2,Eastern,7,No,No,2,3,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Knicks,NYK,NBA,1988,Atlantic,3,Eastern,8,No,No,1,3,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,1988,Central,6,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,1988,Atlantic,4,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey Nets,NJN,NBA,1988,Atlantic,5,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,1988,Pacific,1,Western,1,No,No,3,0,San Antonio Spurs,Yes,4,3,Utah Jazz,Yes,4,3,Dallas Mavericks,Yes,4,3,Detroit Pistons,Yes
Denver Nuggets,DEN,NBA,1988,Midwest,1,Western,2,No,No,3,2,Seattle SuperSonics,Yes,2,4,Dallas Mavericks,No,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,1988,Midwest,2,Western,3,No,No,3,1,Houston Rockets,Yes,4,2,Denver Nuggets,Yes,3,4,Los Angeles Lakers,No,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,1988,Pacific,2,Western,4,No,No,1,3,Utah Jazz,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Jazz,UTA,NBA,1988,Midwest,3,Western,5,No,No,3,1,Portland Trail Blazers,Yes,3,4,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA
Houston Rockets,HOU,NBA,1988,Midwest,4,Western,6,No,No,1,3,Dallas Mavericks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle SuperSonics,SEA,NBA,1988,Pacific,3,Western,7,No,No,2,3,Denver Nuggets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,1988,Midwest,5,Western,8,No,No,0,3,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,1988,Pacific,4,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,1988,Midwest,6,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,1988,Pacific,5,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,1988,Pacific,6,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,1989,Central,1,Eastern,1,No,No,3,0,Boston Celtics,Yes,4,0,Milwaukee Bucks,Yes,4,2,Chicago Bulls,Yes,4,0,Los Angeles Lakers,Yes
New York Knicks,NYK,NBA,1989,Atlantic,1,Eastern,2,No,No,3,0,Philadelphia 76ers,Yes,2,4,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,1989,Central,2,Eastern,3,No,No,2,3,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,1989,Central,3,Eastern,4,No,No,2,3,Milwaukee Bucks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,1989,Central,4,Eastern,5,No,No,3,2,Atlanta Hawks,Yes,0,4,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,1989,Central,5,Eastern,6,No,No,3,2,Cleveland Cavaliers,Yes,4,2,New York Knicks,Yes,2,4,Detroit Pistons,No,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,1989,Atlantic,2,Eastern,7,No,No,0,3,New York Knicks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Celtics,BOS,NBA,1989,Atlantic,3,Eastern,8,No,No,0,3,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Bullets,WSB,NBA,1989,Atlantic,4,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,1989,Central,6,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey Nets,NJN,NBA,1989,Atlantic,5,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHH,NBA,1989,Atlantic,6,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,1989,Pacific,1,Western,1,No,No,3,0,Portland Trail Blazers,Yes,4,0,Seattle SuperSonics,Yes,4,0,Phoenix Suns,Yes,0,4,Detroit Pistons,No
Utah Jazz,UTA,NBA,1989,Midwest,1,Western,2,No,No,0,3,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,1989,Pacific,2,Western,3,No,No,3,0,Denver Nuggets,Yes,4,1,Golden State Warriors,Yes,0,4,Los Angeles Lakers,No,NA,NA,NA,NA
Seattle SuperSonics,SEA,NBA,1989,Pacific,3,Western,4,No,No,3,1,Houston Rockets,Yes,0,4,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA
Houston Rockets,HOU,NBA,1989,Midwest,2,Western,5,No,No,1,3,Seattle SuperSonics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Nuggets,DEN,NBA,1989,Midwest,3,Western,6,No,No,0,3,Phoenix Suns,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,1989,Pacific,4,Western,7,No,No,3,0,Utah Jazz,Yes,1,4,Phoenix Suns,No,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,1989,Pacific,5,Western,8,No,No,0,3,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,1989,Midwest,4,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,1989,Pacific,6,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,1989,Midwest,5,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,1989,Pacific,7,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,1989,Midwest,6,Western,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,1990,Central,1,Eastern,1,No,No,3,0,Indiana Pacers,Yes,4,1,New York Knicks,Yes,4,3,Chicago Bulls,Yes,4,1,Portland Trail Blazers,Yes
Philadelphia 76ers,PHI,NBA,1990,Atlantic,1,Eastern,2,No,No,3,2,Cleveland Cavaliers,Yes,1,4,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,1990,Central,2,Eastern,3,No,No,3,1,Milwaukee Bucks,Yes,4,1,Philadelphia 76ers,Yes,3,4,Detroit Pistons,No,NA,NA,NA,NA
Boston Celtics,BOS,NBA,1990,Atlantic,2,Eastern,4,No,No,2,3,New York Knicks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Knicks,NYK,NBA,1990,Atlantic,3,Eastern,5,No,No,3,2,Boston Celtics,Yes,1,4,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,1990,Central,3,Eastern,6,No,No,1,3,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,1990,Central,4,Eastern,7,No,No,2,3,Philadelphia 76ers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,1990,Central,5,Eastern,8,No,No,0,3,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,1990,Central,6,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Bullets,WSB,NBA,1990,Atlantic,4,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,1990,Atlantic,5,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Magic,ORL,NBA,1990,Central,7,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey Nets,NJN,NBA,1990,Atlantic,6,Eastern,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,1990,Pacific,1,Western,1,No,No,3,1,Houston Rockets,Yes,1,4,Phoenix Suns,No,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,1990,Midwest,1,Western,2,No,No,3,0,Denver Nuggets,Yes,3,4,Portland Trail Blazers,No,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,1990,Pacific,2,Western,3,No,No,3,0,Dallas Mavericks,Yes,4,3,San Antonio Spurs,Yes,4,2,Phoenix Suns,Yes,1,4,Detroit Pistons,No
Utah Jazz,UTA,NBA,1990,Midwest,2,Western,4,No,No,2,3,Phoenix Suns,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,1990,Pacific,3,Western,5,No,No,3,2,Utah Jazz,Yes,4,1,Los Angeles Lakers,Yes,2,4,Portland Trail Blazers,No,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,1990,Midwest,3,Western,6,No,No,0,3,Portland Trail Blazers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Nuggets,DEN,NBA,1990,Midwest,4,Western,7,No,No,0,3,San Antonio Spurs,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Rockets,HOU,NBA,1990,Midwest,5,Western,8,No,No,1,3,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle SuperSonics,SEA,NBA,1990,Pacific,4,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,1990,Pacific,5,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,1990,Pacific,6,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,1990,Pacific,7,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Timberwolves,MIN,NBA,1990,Midwest,6,Western,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHH,NBA,1990,Midwest,7,Western,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,1991,Central,1,Eastern,1,No,No,3,0,New York Knicks,Yes,4,1,Philadelphia 76ers,Yes,4,0,Detroit Pistons,Yes,4,1,Los Angeles Lakers,Yes
Boston Celtics,BOS,NBA,1991,Atlantic,1,Eastern,2,No,No,3,2,Indiana Pacers,Yes,2,4,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,1991,Central,2,Eastern,3,No,No,3,2,Atlanta Hawks,Yes,4,2,Boston Celtics,Yes,0,4,Chicago Bulls,No,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,1991,Central,3,Eastern,4,No,No,0,3,Philadelphia 76ers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,1991,Atlantic,2,Eastern,5,No,No,3,0,Milwaukee Bucks,Yes,1,4,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,1991,Central,4,Eastern,6,No,No,2,3,Detroit Pistons,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,1991,Central,5,Eastern,7,No,No,2,3,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Knicks,NYK,NBA,1991,Atlantic,3,Eastern,8,No,No,0,3,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,1991,Central,6,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Bullets,WSB,NBA,1991,Atlantic,4,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey Nets,NJN,NBA,1991,Atlantic,5,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHH,NBA,1991,Central,7,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,1991,Atlantic,6,Eastern,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,1991,Pacific,1,Western,1,No,No,3,2,Seattle SuperSonics,Yes,4,1,Utah Jazz,Yes,2,4,Los Angeles Lakers,No,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,1991,Midwest,1,Western,2,No,No,1,3,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,1991,Pacific,2,Western,3,No,No,3,0,Houston Rockets,Yes,4,1,Golden State Warriors,Yes,4,2,Portland Trail Blazers,Yes,1,4,Chicago Bulls,No
Phoenix Suns,PHO,NBA,1991,Pacific,3,Western,4,No,No,1,3,Utah Jazz,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Jazz,UTA,NBA,1991,Midwest,2,Western,5,No,No,3,1,Phoenix Suns,Yes,1,4,Portland Trail Blazers,No,NA,NA,NA,NA,NA,NA,NA,NA
Houston Rockets,HOU,NBA,1991,Midwest,3,Western,6,No,No,0,3,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,1991,Pacific,4,Western,7,No,No,3,1,San Antonio Spurs,Yes,1,4,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA
Seattle SuperSonics,SEA,NBA,1991,Pacific,5,Western,8,No,No,2,3,Portland Trail Blazers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Magic,ORL,NBA,1991,Midwest,4,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,1991,Pacific,6,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Timberwolves,MIN,NBA,1991,Midwest,5,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,1991,Midwest,6,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,1991,Pacific,7,Western,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Nuggets,DEN,NBA,1991,Midwest,7,Western,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,1992,Central,1,Eastern,1,No,No,3,0,Miami Heat,Yes,4,3,New York Knicks,Yes,4,2,Cleveland Cavaliers,Yes,4,2,Portland Trail Blazers,Yes
Boston Celtics,BOS,NBA,1992,Atlantic,1,Eastern,2,No,No,3,0,Indiana Pacers,Yes,3,4,Cleveland Cavaliers,No,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,1992,Central,2,Eastern,3,No,No,3,1,New Jersey Nets,Yes,4,3,Boston Celtics,Yes,2,4,Chicago Bulls,No,NA,NA,NA,NA
New York Knicks,NYK,NBA,1992,Atlantic,2,Eastern,4,No,No,3,2,Detroit Pistons,Yes,3,4,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,1992,Central,3,Eastern,5,No,No,2,3,New York Knicks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey Nets,NJN,NBA,1992,Atlantic,3,Eastern,6,No,No,1,3,Cleveland Cavaliers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,1992,Central,4,Eastern,7,No,No,0,3,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,1992,Atlantic,4,Eastern,8,No,No,0,3,Chicago Bulls,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,1992,Central,5,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,1992,Atlantic,5,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHH,NBA,1992,Central,6,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,1992,Central,7,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Bullets,WSB,NBA,1992,Atlantic,6,Eastern,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Magic,ORL,NBA,1992,Atlantic,7,Eastern,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,1992,Pacific,1,Western,1,No,No,3,1,Los Angeles Lakers,Yes,4,1,Phoenix Suns,Yes,4,2,Utah Jazz,Yes,2,4,Chicago Bulls,No
Utah Jazz,UTA,NBA,1992,Midwest,1,Western,2,No,No,3,2,Los Angeles Clippers,Yes,4,1,Seattle SuperSonics,Yes,2,4,Portland Trail Blazers,No,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,1992,Pacific,2,Western,3,No,No,1,3,Seattle SuperSonics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,1992,Pacific,3,Western,4,No,No,3,0,San Antonio Spurs,Yes,1,4,Portland Trail Blazers,No,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,1992,Midwest,2,Western,5,No,No,0,3,Phoenix Suns,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle SuperSonics,SEA,NBA,1992,Pacific,4,Western,6,No,No,3,1,Golden State Warriors,Yes,1,4,Utah Jazz,No,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,1992,Pacific,5,Western,7,No,No,2,3,Utah Jazz,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,1992,Pacific,6,Western,8,No,No,1,3,Portland Trail Blazers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Rockets,HOU,NBA,1992,Midwest,3,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,1992,Pacific,7,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Nuggets,DEN,NBA,1992,Midwest,4,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,1992,Midwest,5,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
